Date,Open,High,Low,Close,Volume,Adj Close,predict_news_word,predict_news_sentiment,predict_news_event,predict_twitter_word,predict_twitter_sentiment,predict_twitter_event
2015-11-04,749.900024,759.900024,749.200012,755.309998,2083400,755.309998,,,,,,
2015-11-03,745.429993,751.700012,741.159973,748.820007,1807500,748.820007,,,,,,
2015-11-02,737.880005,748.179993,731.450012,747.73999,1981000,747.73999,,,,,,
2015-10-30,745.559998,746.309998,736.530029,737.390015,1991800,737.390015,,,,,,
2015-10-29,736.630005,746.789978,735.159973,744.849976,1822800,744.849976,,,,,,
2015-10-28,733.00,737.369995,727.27002,736.919983,1964300,736.919983,-6.02781,0.410275,2.5914,,,
2015-10-27,726.570007,735.960022,724.140015,732.820007,1924000,732.820007,,,,,,
2015-10-26,720.02002,734.950012,720.02002,731.119995,2402000,731.119995,,,,,,
2015-10-23,750.059998,752.50,717.940002,719.330017,6307400,719.330017,-2.08703,-4.12414,1.04222,,,
2015-10-22,675.440002,688.049988,671.700012,681.140015,4132600,681.140015,-3.42873,-3.50267,-0.715087,,,
2015-10-21,683.210022,684.900024,670.700012,671.799988,1597600,671.799988,,,,,,
2015-10-20,697.890015,698.00,673.679993,680.00,2613300,680.00,,,,,,
2015-10-19,694.00,700.23999,692.210022,699.950012,1494300,699.950012,,,,,,
2015-10-16,695.400024,696.219971,689.099976,695.320007,1811000,695.320007,,,,,,
2015-10-15,685.25,694.159973,684.390015,693.02002,2343500,693.02002,-7.52421,,-8.2995,,,
2015-10-14,683.72998,690.039978,678.900024,680.409973,1562200,680.409973,,,,,,
2015-10-13,674.26001,688.460022,673.109985,683.169983,2096300,683.169983,,,,,,
2015-10-12,669.190002,677.97998,667.23999,676.429993,1331000,676.429993,,,,,,
2015-10-09,667.48999,674.090027,662.359985,671.23999,1606200,671.23999,0.00226986,,1.77991,,,
2015-10-08,669.450012,671.890015,654.48999,667.00,1965400,667.00,2.40195,,-1.82353,,,
2015-10-07,677.400024,678.73999,658.109985,670.00,2217700,670.00,7.93746,0.585498,4.41555,,,
2015-10-06,669.349976,678.799988,663.080017,671.640015,2157400,671.640015,,,,,,
2015-10-05,661.599976,673.030029,655.869995,671.679993,1898000,671.679993,,,,,,
2015-10-02,638.01001,657.00,633.50,656.98999,2439400,656.98999,-12.1094,1.62952,-15.772,,,
2015-10-01,637.940002,643.840027,631.119995,642.00,2125300,642.00,,,,,,
2015-09-30,631.830017,639.309998,629.150024,638.369995,2647700,638.369995,,,,,,
2015-09-29,625.50,634.679993,618.030029,622.609985,2106500,622.609985,,,,,,
2015-09-28,639.049988,642.849976,617.840027,624.25,2382300,624.25,,,,,,
2015-09-25,658.580017,658.580017,639.659973,640.150024,2424000,640.150024,,,,,,
2015-09-24,648.969971,656.77002,642.169983,654.909973,1934600,654.909973,,,,,,
2015-09-23,652.900024,660.280029,650.72998,653.289978,1458000,653.289978,-12.7017,0.0445908,-5.23052,,,
2015-09-22,657.469971,658.820007,645.030029,653.200012,2718100,653.200012,,,,,,
2015-09-21,665.51001,669.00,658.00,666.97998,1954700,666.97998,,,,,,
2015-09-18,665.059998,669.840027,660.030029,660.919983,3627200,660.919983,,,,,,
2015-09-17,667.48999,681.98999,665.00,671.669983,2387600,671.669983,,,,,,
2015-09-16,665.549988,668.070007,662.200012,665.52002,1312600,665.52002,-9.62432,1.01735,3.86601,,,
2015-09-15,656.710022,668.849976,653.340027,665.070007,1777300,665.070007,-3.4077,,1.15112,,,
2015-09-14,655.630005,655.919983,649.50,652.469971,1497100,652.469971,,,,,,
2015-09-11,650.210022,655.309998,647.409973,655.299988,1744600,655.299988,,,,,,
2015-09-10,643.900024,654.900024,641.700012,651.080017,1392500,651.080017,,,,,,
2015-09-09,651.880005,657.359985,640.900024,643.409973,2048900,643.409973,-2.82783,-0.0669914,-6.03309,,,
